e1,e2,label,group_id,platform,query
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-蒂芬妮藍(28炒+28煎+鏟),CookPower 鍋寶 百變魔法可拆式不沾鍋5件組(26煎鍋+22煎鍋+22深湯鍋+20湯鍋+可拆式把手),0,7968387,pchome,nonstickpan
PHILIPS 飛利浦 官方直營 Sonicare Smart 鑽石極淨智能音波震動牙刷HX9924/42 (絢光銀)(電動牙刷),【Philips 飛利浦】官方直營 Sonicare 鑽白極淨智能鑽石音波震動牙刷/電動牙刷-爵士黑HX9924/12,1,8387463,pchome,philipstoothbrush
ESD310P USB3.2/Type C 512GB 雙介面固態行動隨身碟/高速隨身碟-櫻花粉(TS512GESD310P),【Transcend 創見】ESD310P 512GB USB3.2 雙介面SSD固態行動碟-櫻花粉(TS512GESD310P),1,11829114,pchome,usb
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月) WHM6,【SONY 索尼】WH-1000XM6 耳罩式無線藍芽降噪耳機(公司貨-黑色),1,14234064,pchome,sonyheadphones
Logitech 羅技 M350S 鵝卵石無線滑鼠-珍珠白,【Logitech 羅技】 2入組 M350s 無線藍牙滑鼠,1,11964401,pchome,logitechmouse
Logitech 羅技 MX Mechanical 鍵盤 - 茶軸,Logitech 羅技 G413 SE 機械式遊戲鍵盤 茶軸,0,10254366,pchome,logitechkeyboard
Bigme 大我 B751C 7 吋商務彩色電子書閱讀器 (套裝組) (含皮套觸控筆),BOOX 文石 Go 7 吋電子閱讀器 - 黑色,0,13340702,pchome,reader
Logitech 羅技 M331 無線靜音滑鼠,Logitech 羅技 LIFT人體工學垂直滑鼠-石墨灰,0,4318322,pchome,logitechmouse
Logitech 羅技 【Logitech 羅技】Keys-To-Go 2 平板藍牙鍵盤 星暮紫,Logitech 羅技 Keys-To-Go 2 平板藍牙鍵盤 石墨黑,0,13062813,pchome,logitechkeyboard
ACER 宏碁 ED320QR S3 32型 1ms 165Hz 曲面螢幕,ACER 宏碁 AOPEN 24HC5QR S3 曲面電腦螢幕(24型/FHD/HDMI/DP/VA),0,TP00014390001636,pchome,acerscreen
S003 WaterDuo DIY雙效淨水器 (鵝頸款)內含S003濾心+前置樹脂軟水濾心,S003 WaterDuo DIY濾淨軟水雙效型生飲淨水器-鵝頸款 一年份濾心組(共含S003濾心x2+樹脂軟水濾心x3),0,9376491,pchome,3mwaterpurifier
S003櫥下型可生飲淨水器超值組+2道前置過濾(全配組),極淨倍智淨水系統SD390,0,7258880,pchome,3mwaterpurifier
Logitech 羅技 M240 靜音藍牙滑鼠 玫瑰粉,【Logitech 羅技】M240 無線靜音藍芽滑鼠(不附接收器),1,11513697,pchome,logitechmouse
SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 公司貨 保固 12+6 個月,SONY 索尼 WH-ULT900N 無線重低音降噪耳機 公司貨 保固 12個月,0,11515427,pchome,sonyheadphones
MSI 微星 Modern MD342CQPW 曲面美型螢幕,MSI 微星 MD342CQPW 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),0,13492596,pchome,msiscreen
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組A),Kobo Clara BW 6吋電子書閱讀器 (黑16GB)+ 原廠透明保護殼,0,14361605,pchome,reader
Logitech 羅技 M331 無線靜音滑鼠(紅),Logitech 羅技 LIFT人體工學垂直滑鼠-石墨灰,0,4318322,pchome,logitechmouse
ASUS 華碩 DUAL-RTX5070-O12G 顯示卡,ASUS 華碩 DUAL-RTX5070-O12G 顯示卡+華碩 RT-AC1500G PLUS 無線路由器,0,14011091,pchome,rtx5070
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機,SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,11786592,pchome,sonyheadphones
Schick 舒適 水次元5 Premium 痘痘肌敏感肌/保濕款刮鬍刀(1刀把17刀片),Schick 舒適 水次元5 Premium刮鬍刀片4入,0,13743878,pchome,shaver
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨保固12+6個月) WHM6,【SONY 索尼】 SONY WH-1000XM6 無線藍牙降噪耳罩式耳機 3色,1,TP00075570000024,pchome,sonyheadphones
HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 側翻套組,Readmoo 讀墨 7 吋 mooInk Nana 彩色電子書閲讀器,0,14381284,pchome,reader
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰(公司貨 保固12+6個月),SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),0,11658291,pchome,sonyheadphones
SONY 索尼 WF-C710N 真無線藍牙耳機 (台灣公司貨保固12個月),【SONY 索尼】SONY WF-C710N 無線降噪 藍牙耳機 (台灣公司貨) 送矽膠保護套,1,TP00072220000080,pchome,sonyheadphones
BOOX 文石 Palma2 6.13 吋電子閱讀器 - 黑色,BOOX 文石 Go 6 吋電子閱讀器 - 黑色,0,13456898,pchome,reader
Logitech 羅技 K580 超薄跨平台藍牙鍵盤 (珍珠白),Logitech 羅技 K380 跨平台藍芽鍵盤《玫瑰粉》,0,6891645,pchome,logitechkeyboard
HyRead Gaze Mini+ 6吋電子書閱讀器 白32G(殼套組B),HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 收納套組,0,14361608,pchome,reader
ASUS 華碩 PRIME GeForce RTX 5070 12GB GDDR7 顯示卡,ASUS 華碩 PRIME RTX 5070 12GB 顯示卡 + ASUS 顯示卡支撐架,0,14012712,pchome,rtx5070
SONY 索尼 耳罩式耳機 WH-1000XM5 藍牙無線 降噪 高音質【兩色】,【SONY 索尼】耳罩式耳機 WH-1000XM5(降噪藍牙耳機),1,10608572,pchome,sonyheadphones
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,SONY 索尼 [公司貨 保固12個月] WI-OE610 Float Run 頸帶離耳式耳機,0,TP00072310000332,pchome,sonyheadphones
Dyson 戴森 V12 Detect Slim Fluffy SV46 輕量智能吸塵器(銀灰)(升級版配件/除螨機/原廠公司貨/二年保固),Dyson 戴森 V12s SV46 Detect Slim Submarine乾濕全能洗地吸塵器(黃)【福利品】,0,13666130,pchome,dysonvacuumcleaner
Logitech 羅技 【Logitech 羅技】M750 多工靜音無線滑鼠 珍珠白,Logitech 羅技 M170 無線滑鼠 珍珠白,0,13246476,pchome,logitechmouse
SONY 索尼 WF-C710N 真無線藍牙耳機 (台灣公司貨保固12個月),SONY 索尼 WF-L900 LinkBuds 真無線藍牙耳機,0,13901745,pchome,sonyheadphones
SONY 索尼 [公司貨 保固 12 個月]WH-CH720N 無線降噪耳罩式耳機,【SONY 索尼】無線降噪耳罩式耳機 WH-CH720N(公司貨 保固12個月),1,13224612,pchome,sonyheadphones
S003淨水器專用濾心3US-F003-5x1+前置樹脂軟水濾心3RF-F001-5x1(適用型號：L21),極淨倍智淨水系統SD390,0,8487461,pchome,3mwaterpurifier
Dyson 戴森 V12s SV46 Detect Slim Submarine乾濕全能洗地吸塵器(黃)【福利品】,Dyson 戴森 V12 SV46 Detect Slim Fluffy 輕量智能吸塵器(銀灰)【福利品】,0,11149974,pchome,dysonvacuumcleaner
HyRead Gaze Mini+ 6吋電子紙閱讀器 (櫻花粉),HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 側翻套組,0,14361608,pchome,reader
SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機,SONY 索尼 WH-1000XM5 HD降噪 無線藍牙 耳罩式耳機,0,TP00026420000042,pchome,sonyheadphones
Dyson 戴森 V12 Detect Slim Fluffy SV46 輕量智能吸塵器(銀灰)(升級版配件/除螨機/原廠公司貨/二年保固),Dyson 戴森 V12s SV46 Detect Slim Submarine乾濕全能洗地吸塵器(黃)【福利品】,0,11387690,pchome,dysonvacuumcleaner
Ultra Luxe Type-C 雙用隨身碟512GB(公司貨),Ultra Luxe Type-C 雙用隨身碟64GB(公司貨),0,11777898,pchome,usb
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機,SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機,0,14234064,pchome,sonyheadphones
PHILIPS 飛利浦 官方直營 Sonicare Smart 鑽石極淨智能音波震動牙刷HX9924/42 (絢光銀)(電動牙刷),官方直營 Sonicare DiamondClean Smart 鑽石極淨智能音波震動牙刷HX9954/52 (深邃藍)(電動牙刷),0,7573608,pchome,philipstoothbrush
MSI 微星 Modern MD272XPW 平面美型螢幕 (27型/FHD/HDMI/喇叭/IPS),【MSI 微星】Modern MD272XPW 27型 IPS 100Hz 美型螢幕-白色(Type-C/內建喇叭/TUV護眼),1,11816935,pchome,msiscreen
Ultra Go Type-C 雙用隨身碟草本綠256GB(公司貨),Ultra Go Type-C 雙用隨身碟海灣藍64GB(公司貨),0,8452368,pchome,usb
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),【SONY 索尼】 SONY WH-1000XM6 無線藍牙降噪耳罩式耳機 3色,1,TP00075570000024,pchome,sonyheadphones
Logitech 羅技 G G715 無線美型炫光機械式鍵盤 - 觸感軸,Logitech 羅技 G PRO 職業級競技機械式電競鍵盤(青軸V2),0,10419052,pchome,logitechkeyboard
MEEBOOK M7 6.8 吋電子閱讀器,【MEEBOOK】M7 6.8 吋電子閱讀器,1,12033444,pchome,reader
MSI 微星 PRO MP341CQW 曲面螢幕(34型/3440x1440/21:9/HDMI/喇叭/VA),MSI 微星 PRO MP273U,0,14434198,pchome,msiscreen
MSI 微星 PRO MP273QW E2 美型螢幕(27型/2K/HDMI/DP/喇叭/IPS),【MSI 微星】27型 PRO MP273QW E2 護眼商用螢幕,1,TP00029730001614,pchome,msiscreen
SONY 索尼 WF-C710N 真無線藍牙耳機 (公司貨 保固12個月),SONY 索尼 INZONE H5 無線耳罩式電競耳機 WH-G500 (公司貨 保固12個月),0,13901382,pchome,sonyheadphones
Gillette 吉列 極光刮鬍刀-1刀架1旅行盒5刀頭,Gillette 吉列 小白磚鋒護系列手動刮鬍刀-1磁吸刀座1刀架5刀頭,0,12005261,pchome,shaver
CookPower 鍋寶 金鑽不沾鍋雙鍋三件組28CM-香檳金(28炒+28煎+鏟),CookPower 鍋寶 百變魔法可拆式不沾鍋5件組(26煎鍋+22煎鍋+22深湯鍋+20湯鍋+可拆式把手),0,5578552,pchome,nonstickpan
ACER 宏碁 XV271U M3 HDR電競螢幕(27型/2K/180Hz/0.5ms/IPS),【Acer 宏碁】XV271U M3 27型2K樞紐旋轉電競螢幕(27吋/QHD/180Hz/0.5ms/IPS/喇叭/FreeSync),1,13765196,pchome,acerscreen
ACER 宏碁 EK271 P6 27型 IPS 144Hz 螢幕,【Acer 宏碁】EK271 P6 27型 IPS FHD 16:9 144Hz節能護眼電腦螢幕(27吋/FreeSync/1ms),1,14443459,pchome,acerscreen
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨保固12+6個月) WHM6,SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 4色 (公司貨保固12+6個月),0,TP00015680001739,pchome,sonyheadphones
SONY 索尼 WF-C510真無線藍牙耳機(公司貨),【SONY 索尼】WF-C510 真無線藍牙耳機(台灣公司貨保固12個月),1,13299668,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機 WHM6,【SONY 索尼】WH-1000XM6 旗艦無線降噪耳機(台灣公司貨保固12+6),1,14180915,pchome,sonyheadphones
HITACHI 日立 7坪內《冷暖型-優質系列》變頻分離式空調RAS-40YH/RAC-40YH,HITACHI 日立 7-9坪R32精品系列一對一變頻單冷RAC-50SP/RAS-50YSP含運送+標準安裝+舊機回收,0,13320380,pchome,hitachiairconditioner
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰 (公司貨 保固12+6個月),0,14234064,pchome,sonyheadphones
HITACHI 日立 《精品冷專》變頻分離式冷氣 RAS-22YSP_RAC-22SP,HITACHI 日立 《精品冷專》變頻分離式冷氣 RAS-50YSP_RAC-50SP,0,11067602,pchome,hitachiairconditioner
SONY 索尼 ULT WEAR WH-ULT900N 無線重低音降噪耳機 (公司貨 保固 12 個月),【SONY 索尼】ULT WEAR WH-ULT900N 無線重低音降噪耳機(公司貨 保固12個月),1,12767663,pchome,sonyheadphones
ACER 宏碁 XV270U X1 2K電競螢幕(27型/2K/200Hz/0.5ms/HDMI/DP/IPS),【Acer 宏碁】XV270U X1 電競螢幕(27型/QHD/200Hz/0.5ms/IPS),1,14222344,pchome,acerscreen
BOOX 文石 Go 7 吋電子閱讀器 - 白色,BOOX 文石 Go 10.3 吋電子閱讀器 - 白色,0,14073068,pchome,reader
ACER 宏碁 SA273 G0 超薄護眼螢幕(27型/FHD/120Hz/HDMI/VGA/喇叭/IPS),ACER 宏碁 SA273 P1b 超薄護眼螢幕(27型/FHD/144Hz/1ms/HDMI/IPS),0,13340053,pchome,acerscreen
SONY 索尼 WH-1000XM5 主動式降噪旗艦 藍牙耳機,【SONY 索尼】WH-1000XM5 主動式降噪旗艦藍芽耳機(公司貨 保固12+6個月),1,10201974,pchome,sonyheadphones
S004淨水器專用濾心3US-F004-5(2年份超值2入組/適用A700),【3M】S004淨水器替換濾心4年份/超值4入組(濾心型號:3US-F004-5),1,6075768,pchome,3mwaterpurifier
MSI 微星 PRO MP273L E14 美型螢幕(27型/FHD/HDMI/IPS/144Hz/1ms),MSI 微星 PRO MP275PG E14 美型螢幕(27型/FHD/144Hz/IPS/1ms),0,14372152,pchome,msiscreen
SONY 索尼 WH-1000XM5 無線藍牙降噪耳罩式耳機,SONY 索尼 WF-C510真無線藍牙耳機(公司貨),0,11453217,pchome,sonyheadphones
Naturehike M300可機洗帶帽信封睡袋 MSD02 岩石灰,Naturehike U250S全開式保暖睡袋 MSD07,0,10622064,pchome,sleepingbag
MSI 微星 Modern MD342CQP 電腦螢幕,【MSI 微星】MD342CQP 34型 2K VA護眼曲面螢幕-黑(21:9/1500R/120Hz/喇叭/可調式支架),1,13600921,pchome,msiscreen
MSI 微星 G255PF E2 平面電競螢幕 (25型/FHD/180Hz/1ms/IPS),MSI 微星 電競螢幕首選品牌 G244F E2 平面電競螢幕,0,13663731,pchome,msiscreen
HITACHI 日立 7坪內《冷暖型-優質系列》變頻分離式空調RAS-40YH/RAC-40YH,HITACHI 日立 7-9坪R32精品系列一對一變頻單冷RAC-50SP/RAS-50YSP含運送+標準安裝+舊機回收,0,13533953,pchome,hitachiairconditioner
HyRead Gaze Mini+ 6吋電子紙閱讀器,【HyRead】Gaze Mini+ 6吋電子紙閱讀器,1,12697413,pchome,reader
SONY 索尼 WH-CH720N 無線降噪耳機 公司貨,SONY 索尼 LinkBuds S 真無線耳塞式耳機 公司貨,0,12083199,pchome,sonyheadphones
HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),Readmoo 讀墨 mooInk Nana 7吋彩色電子書閲讀器-迷月白(磁吸套組),0,12697413,pchome,reader
Wanbo 萬播 旋轉智慧投影機 T2 Ultra(120度可調角度/Android TV 11 /500ANSI流明/1080P),Wanbo 萬播 智慧投影機DaVinci 1 Pro(LCD/Android TV 11 /600ANSI流明/1080P),0,13673155,pchome,projector
HyRead Gaze Mini+ 6吋電子紙閱讀器(石墨綠) 側翻套組,Readmoo 讀墨 7 吋 mooInk Nana 彩色電子書閲讀器,0,14361605,pchome,reader
S004淨水器濾心+PP濾心2入+樹脂濾心2入(3US-F004-5+3RS-F001-5*2+3RF-F001-5*2),【3M】S004淨水器濾心+樹脂軟水濾心4入超值5件組(3US-F004-5 *1+3RF-F001-5 *4),1,5771788,pchome,3mwaterpurifier
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),【SONY 索尼】WH-1000XM6 無線藍牙降噪耳罩式耳機-限期註冊送禮券300,1,TP00015680001739,pchome,sonyheadphones
SONY 索尼 [公司貨 保固12個月] WH-CH520 無線藍牙耳罩式耳機,SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,0,11115166,pchome,sonyheadphones
S004淨水器替換濾心4年份/超值4入組(濾心型號:3US-F004-5) 08/30,【3M】S004淨水器專用濾心3US-F004-5(2年份超值2入組/適用A700),1,4355328,pchome,3mwaterpurifier
ACER 宏碁 EK241Y P6 24型 IPS 144Hz 電腦螢幕,ACER 宏碁 EK271 P6 27型 IPS 144Hz 螢幕,0,14443458,pchome,acerscreen
PHILIPS 飛利浦 官方直營 Sonicare 亮白隨行智能鑽石音波電動牙刷 HX9911/62 (藍鑽)(電動牙刷),官方直營 Sonicare Smart 鑽石靚白智能音波震動牙刷HX9924/22 (典雅粉)(電動牙刷),0,11082581,pchome,philipstoothbrush
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機,SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機,0,14047175,pchome,sonyheadphones
JMGO 堅果投影 N1S 4K 目氪三色雷射投影機(4K投影畫質/1100 ISO流明/三色目氪雷射/自動對焦校正),Optoma 奧圖碼 4K UHD 劇院級電玩投影機 UHD33,0,14120829,pchome,projector
HITACHI 日立 7坪內《冷暖型-優質系列》變頻分離式空調RAS-40YH/RAC-40YH,【HITACHI 日立】空調速配★北區5-7坪優質型4.1KW一級變頻冷暖氣分離式空調(RAC-40YH/RAS-40YH),1,13533953,pchome,hitachiairconditioner
BOOX 文石 Go 7 吋電子閱讀器 - 黑色,【BOOX 文石】Go 7 吋電子閱讀器(白色),1,14039744,pchome,reader
Dyson 戴森 V8 SV25 無線吸塵器(除螨機/全新升級版/原廠公司貨/二年保固),【dyson 戴森 限量福利品】V8 SV25 新一代無線吸塵器,1,12677255,pchome,dysonvacuumcleaner
Logitech 羅技 M350S 鵝卵石無線滑鼠-珍珠白,Logitech 羅技 LIFT人體工學垂直滑鼠-玫瑰粉,0,11964401,pchome,logitechmouse
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機 WHM6,SONY 索尼 WH-1000XM4 無線藍牙降噪 耳罩式耳機,0,14047185,pchome,sonyheadphones
S003-CG DIY桌上型淨水器-鵝頸款(內含S003濾心2支),-前置PP過濾系統(3PS-S001-5 SQC),0,10906565,pchome,3mwaterpurifier
HyRead Gaze Mini+ 6吋電子紙閱讀器 (櫻花粉),Readmoo 讀墨 7 吋 mooInk Nana 彩色電子書閲讀器,0,14074211,pchome,reader
Kleenex 舒潔 迪士尼抽取式衛生紙 100抽x24包/串量販超值版,Kleenex 舒潔 8串組-雲柔舒適抽取式衛生紙(100抽x10包/串)2款隨機出貨,0,12503476,pchome,kleenextoiletpaper
SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機(台灣公司貨保固12+6),SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,11658291,pchome,sonyheadphones
MSI 微星 PRO MP273U,【MSI 微星】PRO MP273U 27型 4K IPS 60Hz 護眼商用螢幕(UHD/EyesErgo護眼/4ms/內建喇叭),1,14323303,pchome,msiscreen
GIGABYTE 技嘉 RTX 5070 WINDFORCE SFF 12G 顯示卡,GIGABYTE 技嘉 RTX5070 WINDFORCE OC SFF 12G 顯示卡,0,14269369,pchome,rtx5070
Logitech 羅技 POP ICON KEYS 無線鍵盤,Logitech 羅技 羅技 MX KEYS Mini 無線鍵盤 - 簡約白(2入組),0,13634031,pchome,logitechkeyboard
Logitech 羅技 MX Keys Mini 無線鍵盤 - 簡約白,Logitech 羅技 K950 無線鍵盤 - 石墨黑,0,10065449,pchome,logitechkeyboard
MSI 微星 Modern MD272XPW 商務螢幕顯示器 (27型/FHD/喇叭/IPS),【MSI 微星】Modern MD272XPW 27型 IPS 100Hz 美型螢幕-白色(Type-C/內建喇叭/TUV護眼),1,11859908,pchome,msiscreen
CookPower 鍋寶 原礦大理石不沾鍋全能雙鍋組 IH/電磁爐適用(32炒+32蓋+24湯含蓋+鏟),CookPower 鍋寶 百變魔法可拆式不沾鍋5件組(26煎鍋+22煎鍋+22深湯鍋+20湯鍋+可拆式把手),0,10447723,pchome,nonstickpan
SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 4色 (公司貨保固12+6個月),SONY 索尼 WF-C510 真無線藍牙耳機 4色 (公司貨),0,11657909,pchome,sonyheadphones
SONY 索尼 WF-1000XM5 主動式降噪真無線藍牙耳機 (公司貨保固12+6個月),SONY 索尼 WH-CH520真無線藍牙耳罩式耳機公司貨),0,11657909,pchome,sonyheadphones
MSI 微星 PRO MP272L 27型 IPS 100Hz 輕薄螢幕,MSI 微星 PRO MP275 27型 IPS 100Hz 平面護眼商用螢幕,0,TP00014390004904,pchome,msiscreen
SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機,SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機,0,TP00026420000042,pchome,sonyheadphones
S003 DIY淨水組,【momo獨家熱賣】3M S003 DIY極淨便捷可生飲淨水器特惠組(基礎濾淨款/美國NSF認證/內附配件包),1,9121777,pchome,3mwaterpurifier
OSIM 天王工學椅 OS-8245(星藍/拿鐵兩色)_按摩椅/人體工學按摩椅/工學椅/電腦椅/辦公椅/電競椅,按摩椅 家用送禮 全自動電動太空艙 按摩沙發 按摩椅,0,14478943,pchome,massagechair
HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),【HyRead】Gaze Pro Note C 7.8吋彩色電子紙閱讀器,1,13683196,pchome,reader
Logitech 羅技 G515 TKL輕薄無線機械式電競鍵盤 黑色,Logitech 羅技 MK235無線滑鼠鍵盤組,0,13062820,pchome,logitechkeyboard
CookPower 鍋寶 金鑽不沾鍋雙鍋輕鬆開伙組-玫瑰金(28炒+22湯+鏟),CookPower 鍋寶 百變魔法可拆式不沾鍋5件組(26煎鍋+22煎鍋+22深湯鍋+20湯鍋+可拆式把手),0,7684202,pchome,nonstickpan
MSI 微星 PRO MP273QW E2 美型螢幕(27型/2K/HDMI/DP/喇叭/IPS),【MSI 微星】PRO MP273QW E2 27型 IPS 100Hz 護眼商用螢幕(WQHD/EyesErgo護眼/1ms/內建喇叭),1,13130094,pchome,msiscreen
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,TP00072220000067,pchome,sonyheadphones
PHILIPS 飛利浦 Sonicare 亮白隨行智能鑽石音波電動牙刷(紫鑽)(HX9911/69),【驚爆價】副廠音波牙刷頭 Sonicare Elite HX7001(相容飛利浦 PHILIPS 電動牙刷),0,11082581,pchome,philipstoothbrush
Logitech 羅技 G705 美型炫光多工遊戲滑鼠,Logitech 羅技 LIFT人體工學垂直滑鼠-珍珠白,0,TP00029730001061,pchome,logitechmouse
HyRead Gaze Pro Note C 7.8吋彩色電子紙閱讀器(殼套組),mooInk 讀墨 [福利品] Readmoo 10.3 吋  Pro 2 電子書平板,0,12697413,pchome,reader
SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),SONY 索尼 LinkBuds Open 開放式真無線耳機 WF-L910(公司貨 保固12+6個月),0,13490418,pchome,sonyheadphones
BOOX 文石 Go 7 吋電子閱讀器 - 白色,BOOX 文石 Go 6 吋電子閱讀器 - 白色,0,14039744,pchome,reader
ACER 宏碁 SA243Y G0B 護眼螢幕(24型/FHD/120Hz/1ms/IPS),【Acer 宏碁】SA243Y G0W 護眼螢幕(24型/FHD/120Hz/1ms/IPS),1,13340050,pchome,acerscreen
MSI 微星 MAG 276CF E20 27型 VA FHD 200Hz 曲面電競螢幕,MSI 微星 MAG 345CQR 曲面電競螢幕,0,13840424,pchome,msiscreen
BOOX 文石 Palma2 6.13 吋電子閱讀器 - 白色,BOOX 文石 Go 6 吋電子閱讀器 - 白色,0,TP00050760000084,pchome,reader
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月) WHM6,SONY 索尼 WF-1000XM5 旗艦真無線藍牙耳機 玫瑰灰 (公司貨 保固12+6個月),0,14045919,pchome,sonyheadphones
HITACHI 日立 《精品冷專》變頻分離式冷氣 RAS-28YSP_RAC-28SP,【HITACHI 日立】空調速配★3-4坪 R32 一級能效精品系列變頻冷專分離式冷氣(RAC-28SP/RAS-28YSP),1,10945154,pchome,hitachiairconditioner
Logitech 羅技 K580 超薄跨平台藍牙鍵盤 (玫瑰粉),【Logitech 羅技】K580 超薄跨平台藍牙鍵盤(石墨灰),1,13143970,pchome,logitechkeyboard
ASUS 華碩 華碩 TUF RTX5070 O12G GAMING 顯示卡,GIGABYTE 技嘉 GeForce RTX5070 GAMING OC 12G 顯示卡,0,14195716,pchome,rtx5070
HyRead Gaze Mini+ 6吋電子紙閱讀器,【HyRead】側翻殼套優惠組 Gaze Mini+ 6吋閱讀器 (淺蔥青)+側翻殼軍墨綠,1,14074175,pchome,reader
PHILIPS 飛利浦 官方直營 Sonicare DiamondClean Smart 鑽石極淨智能音波震動牙刷HX9924/02 (晶鑽白)(電動牙刷),【Philips 飛利浦】官方直營 Sonicare 鑽白極淨智能鑽石音波震動牙刷/電動牙刷-絢光銀HX9924/42,1,7573608,pchome,philipstoothbrush
SONY 索尼 WH-1000XM5 主動式降噪旗艦藍牙耳機 公司貨 保固 12+6 個月,SONY 索尼 [ 公司貨 保固 12+6 個月] MDR MV1 開放式錄音室監聽耳機,0,11453217,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨保固12+6個月) WHM6,【SONY 索尼】WH-1000XM6(無線藍牙降噪 耳罩式耳機),1,14046597,pchome,sonyheadphones
Logitech 羅技 G515 TKL 輕薄有線機械式電競鍵盤 - 黑,Logitech 羅技 Signature K855 無線鍵盤 - 黑,0,13249328,pchome,logitechkeyboard
PHILIPS 飛利浦 Sonicare頂級尊榮AI智能音波震動牙刷 HX9996/12 (靜夜藍)(電動牙刷),【Philips 飛利浦】官方直營 Sonicare頂級尊榮AI智能音波電動牙刷-HX9996/13 玫瑰金,1,9693599,pchome,philipstoothbrush
Logitech 羅技 G304 無線電競滑鼠-黑,Logitech 羅技 LIFT人體工學垂直滑鼠-石墨灰,0,5708861,pchome,logitechmouse
BOOX 文石 Go 7 吋電子閱讀器 - 白色,BOOX 文石 Go 6 吋電子閱讀器 - 白色,0,14073067,pchome,reader
MSI 微星 Modern MD342CQPW 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),MSI 微星 Modern MD342CQP 曲面美型螢幕 (34型/2K/HDMI/喇叭/VA),0,13312733,pchome,msiscreen
MSI 微星 Modern MD272QXPW 平面美型螢幕,MSI 微星 MD272QXPW 電腦螢幕  27吋 2K IPS 100Hz 電競螢幕,0,12154557,pchome,msiscreen
SONY 索尼 WH-1000XM6 旗艦無線降噪耳機 (公司貨 保固12+6個月),SONY 索尼 LinkBuds Fit 真無線降噪耳機 WF-LS910N (公司貨 保固12+6個月),0,14234064,pchome,sonyheadphones
SONY 索尼 WH-1000XM6 無線藍牙降噪 耳罩式耳機,SONY 索尼 WH-CH520 無線藍牙 耳罩式耳機,0,14091867,pchome,sonyheadphones
ZOTAC GeForce RTX 5070 Twin Edge OC 顯示卡,ZOTAC GAMING GeForce RTX 5070 SOLID OC 顯示卡,0,14064719,pchome,rtx5070
BOOX 文石 Go 6 吋電子閱讀器 - 白色,BOOX 文石 Go 10.3 吋電子閱讀器 - 白色,0,13215583,pchome,reader
SONY 索尼 [公司貨 保固12個月] WH-CH720N 無線降噪耳罩式耳機,【SONY 索尼】WH-CH720N 無線降噪耳罩式耳機(公司貨 保固12個月),1,11115165,pchome,sonyheadphones
