e1,e2,label,group_id
倍潔雅 純萃柔感抽取式衛生紙(150抽X12包X5袋/箱),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,6780067
【Panasonic 國際牌】325公升一級能效雙門變頻冰箱(NR-B331VG-X1),325公升一級能效雙門變頻冰箱 NR-B331VG-X1《含基本運送+拆箱定位+回收舊機》,1,DPACHE-A900GJOR7
【Hagibis】Switch便攜底座擴充器Hdmi+Usb3.0+Rj45網口+Pd供電(Swc04),【Hagibis】Switch便攜底座擴充器Hdmi+Usb3.0+Rj45網口+Pd供電(Swc04),0,DGBJ8R-A900FW12N
倍潔雅 抽取式衛生紙(150抽X14包X6袋/箱),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,6780069
【WHOO 后】拱辰享清潤卸妝油 200ML（專櫃公司貨）,無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDBH4B-A900BCSPK
【寶拉珍選】2%水楊酸身體乳210mlx2入組(Paulas Choice),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDDE02-1900HA2AT
【Sharp 夏普】30L Healsio炙燒水波爐洋蔥白(AxXp10T),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DMBJ0L-A900DYD89
【BOSE】SoundLink Max IP67 防水防塵 可攜式音箱 藍牙揚聲器 黑色,【Arum】Apple 蘋果 Lightning轉3.5Mm 充電耳機聽歌轉接線(音源轉接頭Iphone Xs Max Xr X 12 Pro),0,DGCT1A-A900HLJK1
【DELL 戴爾】15吋i7輕薄筆電(i7-1355U/16G/512G/W11/Inspiron/15-3530-R5708STW),【繪圖板組】 Inspiron 15-3530-R1508STW 13 代 intel  支援SSD+HDD  120Hz  微邊框,1,DHAI9E-1900HJIF0
【Msi 微星】Geforce Rtx 4070 Ventus 3X 12G 顯示卡,微星 Geforce Rtx 4070 Ventus 3X 12G 顯示卡,1,DRADLA-1900GDZG3
【BOSE】TV Speaker 藍牙電視音響,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMAFLI-A900G2UIC
【DELL 戴爾】16吋Ultra 5輕薄AI筆電(Inspiron/16-7640-R1608LTW/U5-125H/16G/1TB/W11/冰藍),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DHAI83-A900H26Y5
【Amd超值裝機組】R97900X十二核處理器+微星Pro B650MA Wifi主機板,【C+M套餐】微星 Pro B650MA Wifi 主機板 + Amd R57600X處理器,0,DRAI4R-1900FZ1P4
【WHOO 后】拱辰享清潤卸妝油 200ML（專櫃公司貨）,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDBH4B-A900BCSPK
【Sharp 夏普】30L Healsio Aiot智慧連網水波爐星礦棕(AxXw10T),Sharp 夏普  30公升 Healsio AxXp10T 旗艦水波爐,0,DMBJ7E-A900G2V2F
【WHOO 后】拱辰享陰陽調和洗顏乳180ml(送津率享美妍3件組-專櫃公司貨),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDADGV-A900HPO21
【BOSE】Ultra 開放式耳機(月石藍),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DGCT19-A900HYVI5
Bone / 搖搖擴香木 Swing Diffuser  艾菲爾鐵塔(藍),【Bone 蹦克】搖搖擴香木(擴香台 擴香座 香氛 舒壓療癒 交換禮物),1,6554742
Bone / 原木擴香台禮物組  聖誕特別版 (麋鹿先生+茶樹),加利王Wuw TypeC To 3.5Mm / UsbC轉3.5Mm 音頻轉接線(X106),0,8974205
【HUAWEI 華為】WATCH GT4 GPS 41mm 健康運動智慧手錶(時尚款-凝霜白),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DYAK5N-A900HNFNQ
Shure SE215(入耳式 監聽耳機 現貨庫存 原廠保固2年),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DCAYAC-A9009ZSPG
【ORIGINS 品木宣言】駐顏有樹撫紋煥膚A醇精華30ml,駐顏有樹撫紋煥膚A醇精華 30ML,1,DDAD0A-A900HHP31
【Sharp 夏普】30L Healsio Aiot智慧連網水波爐寶石紅(AxXw10T),【限時快閃】Sharp 夏普 Healsio 旗艦水波爐 番茄紅 洋蔥白 AxXp10T,0,DMBJ02-A900G816H
【Ktnet】Gt2 TypeC 轉 3.5Mm 3合1 音源轉接線,【Ktnet】Gt2 TypeC 轉 3.5Mm 3合1 音源轉接線(附Type C轉Usb轉接頭),1,11039155
【GoPro】Hero13 Black 13代 全方面運動攝影機 創作者機 輕巧設計 5公尺防水性能 攝影機 運動攝影機,Hero13 Black 三向自拍套組 公司貨,0,DGCN3A-A900HRXEG
【Jabra】Evolve2 75 商務藍芽耳機麥克風(可調段數主動降噪耳機麥克風),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DCBAIS-A900D6LKO
Hagibis海備思TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,Hagibis海備思TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,0,11140447
【VXTRA】聯想 Lenovo Tab P12 TB370FU 12.7吋 經典皮紋 三折平板保護皮套,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DYAG01-A900GXNY2
Flashfire Gaming Supply Bat Switch 轉接充電底座,【Flashfire】Gaming Supply Bat Switch副廠轉接充電底座,1,7631190
【ARDEN 雅頓】精純滲透活膚21天霜75ml(國際航空版),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD08-A900FMCQQ
【波呢歐】日式繽紛瑞兔Q彈水果雪餅10盒(8顆/盒),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBCZ6C-A900FF537
【Panasonic 國際牌】498公升一級能源效率雙門變頻冰箱-晶漾銀(NR-B493TV-S),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DPAC1T-A900FLZS4
【SONY 索尼】WH-1000XM5 主動式降噪旗艦 藍芽耳機(頂級降噪 極真音質 配戴舒適),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DYAQ9D-A900F5TO2
【SONY 索尼】WH-1000XM5 主動式降噪旗艦 藍芽耳機(頂級降噪 極真音質 配戴舒適),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DYAQ9D-A900F5TO2
【Manfrotto 曼富圖】Pro Light Reloader Air-55登機攝影拉桿箱(公司貨),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGBX5W-A900H9PES
玻璃聖誕樹Led造型裝飾燈三件組,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,9573303
【KOSE高絲】雪肌精輕水感UV防曬乳60g - 贈澄光精潤洗顏霜25g/黑碳淨化潔顏皂10g-任選(專櫃公司貨),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD0D-A900HIIOG
【Amd超值裝機組】R57600X六核心處理器+微星Pro B650MA Wifi主機板,【C+M套餐】微星 Pro B650MA Wifi 主機板 + Amd R97900X處理器,0,DRAI4R-1900FZ1PI
【DJI】AVATA 2 鋁合金馬達保護蓋,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGADJV-A900HLV7P
【GEORGIA 喬亞】滴濾無糖黑咖啡寶特瓶350ml x24入/箱,【 喬亞】滴濾無糖黑咖啡寶特瓶350ml (24入/箱),1,DBABE2-A900B3IQN
【SONY 索尼】New PlayStation 5 光碟版主機(PS5 Slim)(CFI-2018A01),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGBJG9-1900H02PL
Game’Nir Switch 轉接充電頭 三代Pro Dock Charger 可取代電視底座 影音 2Khdmi 台灣公司貨,Game’Nir 四代筆電級 65W Dock Charger4 Switch 轉接充電頭黑 氮化鎵 Hdmi底座 台灣公司貨,0,9779851
【Marshall】Marshall Acton III 〔經典黑/奶油白/復古棕〕 第三代 藍芽 喇叭 空間補償 公司貨 18個月保(marshall acton 3 藍牙 音響),Acton III Bluetooth 第三代 無線藍牙喇叭,1,DMAFKA-A900HFNZB
【Hp 惠普】Inktank 115 噴墨相片連供印表機(列印),【Hp 惠普】Inktank 115 相片連供印表機,0,DCAE30-A9009X52N
【Panasonic 國際牌】450公升一級能效三門變頻電冰箱(NR-C454HG-N),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DMBM2D-A900HWOO6
【ADATA 威剛】C20 20000mAh 15W 3孔輸出 TYPE-C 大容量 快充行動電源(雙向TYPE-C),Essential 20000mAh (PB-Y37) 65W PD快充 行動電源,0,DYAO8Z-A900HQ9TI
【LA MER 海洋拉娜】濃萃修復眼霜 3ML〈專櫃公司貨〉,無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,QEAC1G-A900AN9MD
【伊麗莎白雅頓】官方直營 超人氣綠茶香水沐浴膠組500ml 3入(沐浴乳/沐浴膠),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDAD08-A900B8QSO
【Manfrotto 曼富圖】Pro Light Reloader Air-55登機攝影拉桿箱(公司貨),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DGBX5W-A900H9PES
【Lenovo】特仕版 14吋AI輕薄筆電(IdeaPad Slim 5/83DA0011TW/Ultra 5-125H/16G/改裝1TB SSD/雲霧灰),PS5 Slim 光碟版 輕薄型主機 - (CFI-2018A01),0,DHBF90-1900HWIO0
【APIVITA】純淨茉莉滋養潤膚乳 200ml,純淨茉莉滋養潤膚乳(200ml),1,DDADNN-A900F5DWC
ブラボ一ユ一3.5Mm轉Usb(母)汽車Aux專用音頻轉接線,【百寶屋】3.5Mm轉Usb母汽車Aux專用音頻轉接線,1,7728331
【WHOO 后】酒紅 津率享 洗顏蜜180ml,津率享洗顏蜜 180ML,1,DDADGV-A900HOGPC
【Nikon 尼康】Coolshot 20i GIII 雷射測距望遠鏡  望遠鏡(高爾夫球測距儀 公司貨),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGCB77-A900HQ8MN
[振頤軒]惡魔雙層起司鮮奶吐司7包組,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,7910955
【TP-Link】Archer BE230 Wi-Fi 7 BE3600 雙頻 2.5 Gigabit 無線網路路由器(WiFi 7分享器/VPN),【Arum】Iphone Lightning 轉3.5Mm耳機音源轉接線 蘋果Apple轉接頭(Iphone 11 Pro Xs Max Xr X 8 7 Plus),0,DSBC0Z-A900HJYHI
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,8439204
【Razer 雷蛇】Deathstalker V2 Pro 100% 噬魂金蝎 紅軸 矮軸 中文無線鍵盤(電競鍵盤 超薄光學鍵盤),【Razer 雷蛇】 Kraken V3 Pro 北海巨妖 V3 Pro HyperSense 無線電競耳機,0,DSBE1W-A900H2XYW
【Nintendo 任天堂】NS Switch 瑪利歐vs.咚奇剛 中文版(台灣公司貨),NS 瑪利歐vs咚奇剛 Mario Vs. Donkey Kong (大金剛) -中文版公司貨,1,DGBJBH-A900H7BQE
【Logitech G】G102 炫彩遊戲有線滑鼠(藍),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DCBE2G-A900B8IU3
【Microsoft 微軟】XBOX 原廠無線控制器 手把 PC手把 Xbox Series S X PC 適用(莓果風暴),無線控制器-莓果風暴,1,DGBJAH-A900H7BIG
【L’Occitane 歐舒丹】官方直營 乳油木密集修護手膜霜150ml(保濕),"RootSku
DDCF2W-A900DSJ3U    【LOCCITANE】乳油木護手霜150ml
DDCF2W-A900DSJ3U    【LOCCITANE】乳油木護手霜150ml
Name: RootTitle, dtype: object",1,DDCF2W-A900DSJ3U
【Asus 華碩】TufRtx4060TiO8GGaming 顯示卡,【Asus 華碩】TufRtx4070Ti12GGaming 顯示卡,0,DRADKY-A900GCL5G
【SHISEIDO 資生堂國際櫃】時空琉璃極上御藏潔膚皂 15ML x 2〈國際航空版〉,全效亮眼按摩精華 15ML,0,DDAD6X-A9008V5Z2
【Nintendo 任天堂】NS Switch 超級瑪利歐 RPG 中文版(台灣公司貨),Switch Pro手把 專業控制器,0,DGBJMP-A900GXDHV
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,0,2524780
【Hugiga】A9 4G 老人機/長輩機 ☆超值配件組☆(#Hugiga #老人機 #金色 #紅色 #灰色 #全新品#全配),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DGASCE-A900FZ6OA
【Hp 惠普】Inktank 115 噴墨相片連供印表機(列印),【Hp 惠普】Inktank 115 噴墨相片連供印表機(列印),0,DCAE30-A900F02LY
【Nikon 尼康】Z6 II body+Z24-70mm f4S(平行輸入),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DGBQ5T-A900BFCTP
【i-Rocks】i-Rocks T07 Plus 人體工學 電腦椅(#T07 Plus#i-Rocks#人體工學 電腦椅),【Kinyo】迷你陶瓷電暖器(Neh120),0,DEBH2S-A900FC76P
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,6780070
【Crucial 美光】X6 1TB Type-C USB 3.2 Gen 2 外接式ssd固態硬碟(CT1000X6SSD9),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DRAA5K-A900B5FO6
Yunmi 莫蘭迪全罩式機車雨衣 一件式斗篷連身雨衣 披風雨衣 機車雨衣 騎車雨衣 4Xl單人/5Xl雙人雨披,【Yunmi】莫蘭迪全罩式機車雨衣 一件式斗篷連身雨披 披風雨衣 騎車雨衣(單人雨衣 雙人雨衣),1,9829031
【CLARINS 克蘭詩】Q彈美足霜125ml,Q彈美足霜 125ML,1,DDAD0B-A900BER2P
倍潔雅好韌真3層抽取式衛生紙100抽6包12袋/箱,【倍潔雅】好韌真3層抽取式衛生紙Pefc(100抽24包4袋/箱),1,8905770
【找香香Pungpung】優果香果乾牛軋糖/雪Q餅/燕麥脆片約100±10G/袋(果乾點心香甜新風味),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBCZ56-A900FYP6S
【ASUS】筆電包/滑鼠組★15.6吋8G輕薄文書筆電(E510KA/N4500/8G/128G/W11S),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DHAFM1-1900HIG2V
【Logitech G】G502 LIGHTSPEED 高效能無線電競滑鼠,G502 LIGHTSPEED 高效能無線電競滑鼠,1,DSAR1N-A900HHYTW
【Paulas Choice 寶拉珍選】2%水楊酸身體乳 3入組,無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDDE03-1900HQ9WJ
【Panasonic 國際牌】台灣製578L新一級能源效率三門鋼板冰箱(NR-C582TV-S),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DPAC1T-A900BRTVF
【HUAWEI 華為】WATCH Ultimate Design 48mm 尊享款 運動健康智慧手錶,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DYAK5H-A900HHBVF
【Logitech G】G502 X 高效能電競有線滑鼠,【微星】Geforce Rtx 4070 Ti Suprim X 12G 顯示卡,0,DSBC0X-A900FXE94
Mio 原廠 後視鏡 短支架,Mio 原廠 後視鏡 短支架,0,10018298
Usb轉Dc3.5X1.35Mm 5V電源線,Usb轉Dc3.5X1.35Mm 5V電源線,0,9303731
日本Kiu 203235 夜光格紋 機車/自行車雨衣斗篷 附收納袋(男女適用),【Caso】陶瓷式電暖器(Cph04Kf031),0,8847990
【Nintendo 任天堂】NS 超級瑪利歐派對 空前盛會 中文版(台灣公司貨-附首批特典),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DGBJBH-1900HYU02
【Msi 微星】Geforce Rtx 3050 Aero Itx 8G Oc 顯示卡(Lhr / 限制算力版本),【Msi 微星】Geforce Rtx 4070 Ventus 3X 12G Oc 顯示卡,0,DRAD1R-A900DXHZU
Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10465641
【Lego 樂高】哈利波特系列 71043 Hogwarts Castle(積木 哈利波特),【Lasko】黑麥克二代4D熱波循環暖氣流多功能陶瓷電暖器(Cc23161Tw),0,QFAS59-A9009PETG
【Peripower】Mt10 黏貼式行車紀錄器支架(適用 Mio 6/7/C),【行車紀錄器專用】Peripower Mt07 吸盤式行車紀錄器支架 (適用 Mio 6/7/C),0,DEBB1D-A900FBZXQ
Aux線 音源線 For Iphone Lightning 轉接 3.5Mm 公頭 轉接汽車音響 喇叭 耳機 尼龍編織線,加利王Wuw Iphone Lightning 轉接 3.5Mm Aux音源線 音頻傳輸線(R152)1M,0,7620278
Bone / 原木擴香台 Wood Diffuser  三眼外星人,加利王Wuw TypeC To 3.5Mm / UsbC轉3.5Mm 音頻轉接線(X106),0,5735936
【Amd超值裝機組】R57600X六核心處理器+技嘉B650M Ds3H Amd主機板,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,DRAI4S-1900FZ1QN
決戰時刻 Plus 10.8吋 4G通話 聯發科十核心 極速上網 平板電腦(8G/128G),T07 Plus 人體工學椅,0,DYAM1Q-A900G9POR
倍潔雅好韌真決勝點3層抽取衛生紙Pefc(100抽12包/袋),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9481000
【Benten 奔騰】F60 Plus/F60+ 4G摺疊機/老人機/長輩機,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DGASEJ-A900FVMDM
Bone / 車用擴香台 Car Diffuser  米奇,【Bone 蹦克】原木擴香台米奇/米妮/熊抱哥/三眼外星人 四款可選(玩具總動員 Disney 擴香木 交換禮物),1,6322747
【Vention 威迅】Micro Usb 轉 3.5Mm Aux音頻線 1M(Bdg系列),【Vention 威迅】Micro Usb 轉 3.5Mm Aux音頻線 1M(Bdg系列),0,DCAC3P-A900B8DDC
【L’Occitane 歐舒丹】官方直營 沁涼馬鞭草身體凝乳150ml(保濕/身體乳),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDADPS-A900HS6VW
Bone / 車用擴香台 Car Diffuser  米奇,【Bone 蹦克】車用擴香台 Car Diffuser(精油 擴香木 薰香 車用 辦公室 室內皆可擺放 交換禮物),1,8974205
【Acer 宏碁】16吋14代i5 RTX4060電競筆電(Predator/PHN16-72-5984/i5-14500HX/16G/512G/W11),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DHABBA-A900HWBMW
【WD 威騰】WD 黑標 SN770 1TB NVMe M.2 PCIe SSDSN770 1TB,Exceria Pro SSD M.2 2280 PCIe NVMe 1TB Gen4x4,0,DRAHAH-A900ES131
【Guerlain 嬌蘭】皇家蜂王乳超拉提亮眼霜15ml-馬甲眼霜(專櫃公司貨),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD45-A900BOFKS
【AMD 超微】Ryzen 5 9600X 6核/12緒 處理器《3.9GHz/38M/65W/AM5》,ACTION EX 12X50CF雙筒望遠鏡(台灣總代理公司貨保固),0,DRAI7E-A900HP6MO
【DARPHIN 朵法】芳香柔潤調理膏15ml(16種高效芳療精油),芳香柔潤調理膏 15ml,1,DDCV36-A900HQFP8
【SONY 索尼】PS5 DualSense 原廠無線控制器(星塵紅 台灣公司貨),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGBJGB-1900BFLVD
【Peter Thomas Roth 彼得羅夫】超緊繃眼膠30ML,超緊繃眼膠 30ml Instant FIRMx Temporary Eye Temporary Eye Tightener,1,DDADNI-A900G8UIY
【MSI 微星】▲AI電競筆電▲17吋 Katana A17 AI B8VE 838TW/R7 8845HS/RTX4050/1TB/W11,ROG Zephyrus G16 GA605WV-0042HHX370(Ryzen AI 9 HX 370/32G/1TB+512G/RTX4060/W11)特仕,0,DHABGS-A900HN92K
【Western Digital】黑標 SN770 2TB NVMe M.2 PCIe SSD(讀：5150MB/s 寫：4850MB/s),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DRAHAH-A900ES17E
【SONY 索尼】FE 24-50mm F2.8 G 大光圈標準變焦鏡 SEL2450G(公司貨 保固24個月 保護鏡吹球..好禮),FE 24-50mm F2.8 G 大光圈標準變焦鏡 SEL2450G (公司貨 保固24個月),1,DGBS2L-A900HQ78I
【Jurlique 茱莉蔻】玫瑰煥顏泡沫潔顏乳(80g),玫瑰煥顏泡沫潔顏乳80g,1,DDAD8P-A900BNG7V
【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,Unisync 3.5Mm轉Usb2.0汽車專用Aux音源轉接器,1,DMAAFY-A900BM34H
【Manfrotto 曼富圖】Pro Light Reloader Air-55登機攝影拉桿箱(公司貨),Pro Light Reloader Air-55 登機 攝影 拉桿箱 MB PL-RL-A55 正成公司貨,1,DGBX5W-A900H9PES
倍潔雅秒抽瞬吸抽取式廚房紙巾100抽28包,【倍潔雅】秒抽瞬吸抽取式廚房紙巾(100抽28包),1,9747451
倍潔雅 抽取式衛生紙(150抽X14包X6袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,6777048
【Hagibis海備思】TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,Hagibis海備思TypeC轉4K Uhd/Vga/Usb/3.5Mm/Switch擴充轉接器,0,DCACHS-A900G4AV4
【BravoU】3.5Mm Aux汽車專用音源Usb轉接線(白色),【BravoU】3.5Mm Aux汽車專用音源Usb轉接線(白色),0,DCACGE-A83975974
【CLARINS 克蘭詩】煥顏緊緻彈力日霜50ml(彈簧霜),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDCV4F-A900HP8TH
【Redbox】便攜式電動咖啡機 Ycm1803A(便攜隨行),【Redbox】便攜式電動咖啡機 Ycm1803A(便攜隨行),0,DMATI3-A900G4WMS
【Arden 雅頓】艾地苯高效橙燦精華2.0 50ml(國際航空版),ARDEN  艾地苯高效橙燦精華2.0(50ml)-國際航空版,1,DDAD08-A900FW2DI
【Sharp 夏普】30L Healsio Aiot智慧連網水波爐星礦棕(AxXw10T),Sharp 夏普 AxXp10T 30公升 Healsio 旗艦水波爐,0,DMBJ02-A900GBUU7
【Acer 宏碁】特仕版 16吋電競筆電(Predator/PHN16-72-99HX/i9-14900HX/16G/512G+1TB SSD/RTX4060/Win11),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DHABBA-A900H8OXN
【台灣霓虹】Usb轉Dc3.5X1.35Mm 5V電源線,【Kinyo】迷你陶瓷電暖器(Neh120),0,DCACJW-A900BQEYK
正負零±0陶瓷電暖器XhhY030(紅),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9494587
倍潔雅 抽取式衛生紙(150抽X14包X6袋/箱),【倍潔雅】柔軟舒適抽取式衛生紙(150抽80包/箱),1,6780069
【Microsoft 微軟】XBOX 原廠無線控制器 手把 PC手把 Xbox Series S/X PC 適用(幻影紫),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DGBJAH-A900HTBCI
【BOSE】QuietComfort Ultra 消噪耳機 暗月藍,QuietComfort Ultra 消噪耳機 霧白色,0,DGCT18-A900HYVID
【SEAGATE 希捷】4入組 ★ IronWolf 8TB 3.5吋 7200轉 256MB NAS 內接硬碟(ST8000VN004),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DRAB57-1900H403Q
【Panasonic 國際牌】325公升一級能效玻璃門雙門變頻冰箱-鏡面鑽石黑(NR-B331VG-X1),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DPAC1T-A900GEMPP
【EVE LOM】全能深層潔淨霜 50ml(內附1條瑪姿林布 卸妝膏 平行輸入),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDADG0-A900GJ48K
倍潔雅 抽取式衛生紙(100抽14包/袋),【倍潔雅】柔拭萬用紙巾(120抽80包/箱),1,10874262
【BOSE】QuietComfort Ultra  耳機襯墊 霧白色,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DGCT1B-A900HEWNU
【L’Occitane 歐舒丹】官方直營 簡約男士沁涼舒緩刮鬍膠150ml,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDCF2W-A900ARU6O
【SONY 索尼】New PlayStation 5 光碟版主機(PS5 Slim)(CFI-2018A01),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DGBJG9-1900H02PL
【台灣霓虹】Usb立體聲音效卡轉3.5Mm耳麥,Usb立體聲音效卡轉3.5Mm耳麥,1,DRAF02-A900EX2NR
【TP-Link】Archer BE900 Wi-Fi 7 BE24000 四頻 10 Gigabit 無線網路路由器(WiFi 7分享器/雙10G/VPN),Lightning轉3.5Mm 公 Aux 音源轉接線 音源線 耳機轉接器(Apple Iphone 11 Pro Xs Max Xr 8 7 Plus),0,DRAN5B-A900HF2LS
【DELL 戴爾】16吋Ultra 5輕薄特仕筆電(Inspiron 16-7640-R1608LTW-SP1/Ultra 5 125H/16G/2TB SSD/W11/藍),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DHAI83-A900H26Y5
【Melvita 蜜葳特】王者玫瑰凝水潔顏油(145ml),王者玫瑰凝水潔顏油,1,DDADEI-A900FEYVK
【TP-Link】Archer BE900 Wi-Fi 7 BE24000 四頻 10 Gigabit 無線網路路由器(WiFi 7分享器/雙10G/VPN),Iphone Lightning 轉3.5Mm耳機音源轉接線 蘋果Apple轉接頭Iphone Xs Max Xr X 8 7 Plus,0,DRAN5B-A900HF2LS
【philosophy 肌膚哲理】純淨清爽3合1洗面乳240ml,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADKO-A900HQ5S1
【Kiehl’s 契爾氏】集高效清爽UV防護乳 SPF50 PA++++ 30ml(百貨專櫃貨),安耐曬 金鑽高效防曬露N (4X版) SPF50+ PA++++ 60ml*2(百貨專櫃貨),0,DDAD8M-A900GSJLY
【Mio】原廠後視鏡短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),【Mio】原廠吸盤支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),0,DEBB64-A9009S5H0
【Sharp 夏普】30公升水波爐Aiot寶石紅(AxXw10TR),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DMBJ02-A900G816H
【Panasonic 國際牌】台灣製578L新一級能源效率三門鋼板冰箱(NR-C582TV-K),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DPAC1T-A900BRTY5
【Philips 飛利浦】Dlp1811 10000Mah 10W雙Usb 2孔輸出 行動電源(輕薄輕巧),【Philips 飛利浦】Dlp1815 10000Mah 20W雙向Pd快充 2孔輸出 行動電源(Led顯示),0,DYAO44-A900FCFNX
【Logitech G】G512 RGB機械式電競有線鍵盤(觸感軸/茶軸),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DCBE2G-A900BIFDD
【KOSE 高絲】無限肌緻極璨甦活卸妝霜150g(專櫃公司貨),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DDAD0D-A900HA69Q
【IGear】Iphone/Ipad/Ipod 音源線控器(Imc100),IGear Iphone/Ipad/Ipod 音源線控器,1,DCACH2-A9005RVFN
