e1,e2,label,group_id,platform
【TeZURE】25000mAh 120W輸出 2C1A 3孔輸出 PD/QC3.0 雙向快充行動電源(筆電/手機/mac/平板等多裝置都可充),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DCADNY-A900HE34O,momo
【Amd超值裝機組】R97900X十二核處理器+微星Pro B650MA Wifi主機板,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,DRAI4R-1900FZ1P4,import
【Sunnylife】DJI OSMO POCKET 3 專屬全能套裝包(再送鋼化膜套裝組),ACULON T02 8X21 雙筒望遠鏡 賞鳥 演唱會 球賽 (白) 台灣代理商公司貨,0,DGADJV-A900H40UX,momo
【Asus 華碩】Dual Geforce Rtx3050 Oc超頻版 8Gb 顯示卡,【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡,0,DRAD1N-A900DXA1S,import
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,6780069,import
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,0,9162939,import
Lightning 轉3.5Mm 一分二音樂/充電分接線,【加利王Wuw】TypeC / UsbC 轉3.5Mm 音頻轉接線 X106,0,6682364,import
【HR 赫蓮娜】官方直營 植萃綠寶修護精華露200ML(綠寶化妝水),植萃綠寶修護精華露 200ml,1,DDADP3-A900HX2QF,momo
【Msi 微星】Rtx 4070 Ventus 3X 12G 顯示卡,微星 Geforce Rtx 4070 Ventus 3X 12G 顯示卡,0,DRADLA-1900GE7HJ,import
【BOSE】Ultra 開放式耳機 矽膠充電盒保護套 霧白色,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DGCT1B-A900HDP0Q,momo
【Canon】PIXMA MG3670 多功能相片複合機(紅),PIXMA MG3670 無線雙面多功能複合機(經典黑),0,DCAE06-A9007GOSA,momo
【Panasonic 國際牌】498公升一級能效玻璃雙門變頻冰箱—翡翠白(NR-B493TG-W),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DMBM2D-A900HX46L,momo
【Inno3D 映眾】Geforce Rtx 4080 16Gb X3 Oc顯示卡,技嘉 Geforce Rtx 4080 16Gb Gaming Oc 顯示卡,0,DRADGJ-A900GC511,import
【ORIGINS 品木宣言】奇蹟抗痘面膜75ml(戴口罩也不怕長痘痘 線上百貨專櫃),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,QEAC0X-A900AH8I5,momo
【CLARINS 克蘭詩】新一代漾采肌活熬夜霜50ml(熬夜霜 晚霜),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD0B-A900HDBHX,momo
【Asus 華碩】Rog Strix Rtx4080 O16G Gaming 顯示卡,【Asus 華碩】TufRtx4070Ti12GGaming 顯示卡,0,DRADKY-A900FRWRT,import
【ASUS 華碩】15.6吋i5 RTX3050電競筆電(FX507ZC4-0051A12500H/i5-12500H/8G/512G/W11),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DHABAE-A900G2S9A,momo
【Canon】PIXMA MG3670 多功能相片複合機-黑色(列印/掃描/影印),PIXMA MG3670 無線雙面多功能複合機(時尚白),0,DCAE06-A900GID0W,momo
Shure SE215(入耳式 監聽耳機 現貨庫存 原廠保固2年),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DCAYAC-A9009ZSPG,momo
【Hp 惠普】Inktank 115 噴墨相片連供印表機(列印),【Hp 惠普】搭1組1黑3彩墨水★Inktank 115 噴墨相片連供印表機(列印),0,DSAQCS-A900G9F94,import
【SONY 索尼】Xperia 1 VI 5G 6.5吋(12G/512G/高通驍龍8 Gen3/4800萬鏡頭畫素),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DYAW9T-A900HGZTR,momo
【WHOO 后】天率丹完美奇蹟緊緻眼霜5ml*2 - 盒裝(專櫃公司貨),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADGV-A900HMMI1,momo
【Jabra】PanaCast 20智能會議視訊攝影機(人工智能支持的超高清視頻),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DCBAIS-A900DXGX7,momo
【Msi 微星】Geforce Rtx 3070Ti Ventus 3X 8G Oc 顯示卡,【Msi 微星】Geforce Rtx 4070 Ventus 3X 12G Oc 顯示卡,0,DRAD1R-A900EQJAO,import
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,0,9306121,import
【爆炸哥直播獨家】即期良品 EVE LOM 全能深層潔淨霜 200ml(國際航空版.2024.05到期),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDADG0-A900HMB5A,momo
【TP-Link】三入組-Deco BE65 WiFi 7 BE11000 三頻2.5Gbps 真Mesh 無線網路網狀路由器(Wi-Fi 7分享器/VPN),Lightning轉3.5Mm 公 Aux 音源轉接線 音源線 耳機轉接器(Apple Iphone 11 Pro Xs Max Xr 8 7 Plus),0,DRAN08-A900H8532,momo
【WD 威騰】My Book 16TB 3.5吋 外接硬碟(WDBBGB0160HBK-SESN),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DRAA5N-A900H079C,momo
【Nintendo 任天堂】NS 瑪利歐vs咚奇剛 中文版(台灣公司貨-中文版),【Nintendo 任天堂】Switch充電支架（轉軸式）(充電底座 方便攜帶),0,DGBJBH-A900H7BQE,momo
【SHISEIDO 資生堂國際櫃】激透光明肌乳 50ml SPF50+/PA++++,時空琉璃LX極上御藏潔膚皂 50ml,0,DDCV1L-A900HQEHE,momo
Ns Switch 任天堂原廠 多角度摺疊充電底座(台灣公司貨),Ns Switch 任天堂原廠 多角度摺疊充電底座(台灣公司貨),0,10719976,import
Usb立體聲音效卡轉3.5Mm耳麥,【Kinyo】迷你陶瓷電暖器(Neh120),0,9604387,import
【Kiehl’s 契爾氏】亞馬遜白泥淨緻毛孔面膜 125ml三入組(國際航空版),無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,QEAC0Y-A900ANMGD,momo
【SHISEIDO 資生堂國際櫃】百優精純乳霜加大版75ml(NO.1國民乳霜/臉部保養/乳霜),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD0G-A900EN8OL,momo
【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡,華碩Asus Phoenix Geforce Rtx 3060 12Gb Gddr6 顯示卡,1,DRAD1N-A900FCOR3,import
倍潔雅抽取式衛生紙 (100抽X8包X10袋/箱),【Paseo 倍潔雅】柔軟舒適抽取式衛生紙 100抽X12包X2串,1,9455744,import
【L’Occitane 歐舒丹】官方直營 乳油木密集修護手膜霜150ml(保濕),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDCF2W-A900DSJ3U,momo
【Marshall】Kilburn II 攜帶式藍牙喇叭(古銅黑),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DCAIFN-A900C8WLK,momo
Unisync 3.5Mm轉Usb2.0汽車專用Aux音源轉接器,Unisync 3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,9162939,import
【Asus 華碩】Rog StrixRtx4070Ti12GGaming 顯示卡,Asus Rog Strix Geforce Rtx 4070 Ti 12Gb Gddr6X 顯示卡,1,DRADKY-A900GANZ5,import
【Zmi 紫米】Qb818 10000Mah 30W Pd Qc 雙向快充Mini行動電源(紫霞/影黑),【Philips 飛利浦】Dlp1815 10000Mah 20W雙向Pd快充 2孔輸出 行動電源(Led顯示),0,DYAO44-A900BMQT9,import
【Asus 華碩】Ph Geforce Rtx306012GV2 顯示卡,【Asus 華碩】TufRtx4070Ti12GGaming 顯示卡,0,DRADKY-A900FXSZC,import
【Asus 華碩】DualRtx3050O8G 顯示卡,Asus 華碩 Asus Dual Geforce Rtx 3050 Oc Edition 8Gb Gddr6 顯示卡,1,DRAD1N-A900DXA1S,import
【皇覺】櫻花莓果牛軋雪Q餅1盒,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DBDA01-A900FGFL4,import
【Kinyo】擺頭式Ptc陶瓷電暖器(Neh120)速熱/快暖/安靜,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,10913466,import
【SEAGATE 希捷】IronWolf 8TB 3.5吋 7200轉 256MB NAS 內接硬碟(ST8000VN004),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DRAB57-A900DWR7O,momo
【L’Occitane 歐舒丹】官方直營 杏仁美膚油100ml(身體保養/保濕),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDCF0Y-A900HQ904,momo
【WD 威騰】My Book 16TB 3.5吋外接硬碟(WDBBGB0160HBK-SESN),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DRAA5N-A900H079C,momo
【philosophy 肌膚哲理】純淨清爽3合1洗面乳 240ml(平行輸入),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDADKO-A900HQ5S1,momo
【BOSE】QuietComfort 消噪耳塞 矽膠充電盒保護套 黑色(通用 II / Ultra),QuietComfort Ultra 消噪耳塞 黑色+矽膠充電盒保護套 黑色,0,DGCT19-A900G40HI,momo
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,0,9162939,import
【BravoU】3.5Mm Aux汽車專用音源Usb轉接線(白色),BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,1,CGAAC3-A83976131,import
【Nintendo 任天堂】NS Switch 原廠周邊 Pro控制器 斯普拉遁3 特仕款(台灣公司貨),【Nintendo 任天堂】Esoon 副廠 Switch Hdmi 視頻轉換底座,0,DGCW1G-1900FF2TM,momo
Unisync 3.5Mm轉Usb2.0汽車專用Aux音源轉接器,Unisync 3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,9306121,import
【SONY 索尼】WH-1000XM5 主動式降噪旗艦藍芽耳機(台灣公司貨保固12+6),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DYAQ9D-A900F5TO2,momo
【KOSE 高絲】雪肌精漾活淨鹽卸妝油170ml*2-贈品字樣(專櫃公司貨),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD0D-A900HEJ6U,momo
【Sharp 夏普】30L Healsio Aiot智慧連網水波爐星燦銀(AxXw10T),Sharp 夏普  30公升 Healsio AxXp10T 旗艦水波爐,0,DMBJ02-A900GBUU0,import
【SHURE】SE215專業監聽 耳道式耳機(鍵寧公司貨),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DCAYAC-A900FI8GR,momo
【Nintendo 任天堂】Switch 運動 Sports(台灣公司貨 中文版),【現貨即出】NS Switch 運動 Sports 中文版,1,DGBJBH-A900FMXNA,momo
【Lenovo】Tab P11 2nd Gen 11.5吋 4G/128G WIFI 平板電腦(TB350FU),聯想 Lenovo Tab P11 2nd Gen TB-350FU 11.5吋,1,DYAG01-A900GHJIE,momo
【SK-II】官方直營 肌活眼霜特惠組 肌活能量眼霜15g(眼周保養緊緻肌膚),肌活能量眼霜15g - 大眼霜全新改版(正統公司貨),1,DDAD2O-A900BTHPI,momo
倍潔雅好韌真決勝點3層抽取衛生紙Pefc(100抽12包/袋),【倍潔雅】好韌真決勝點3層抽取衛生紙Pefc(100抽12包6袋/箱),1,9429597,import
【HR 赫蓮娜】官方直營 黑繃帶修護眼霜15ML(專櫃眼霜推薦),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADN3-A900HB06M,momo
【Kingston 金士頓】XS2000 1TB Type-C USB 3.2 Gen 2x2 外接式ssd固態硬碟 銀(SXS2000/1000G),Crucial X6 1TB USB3.2 Gen2 SSD 行動硬碟,0,DRAAE2-A900HIAI0,momo
【IPSA 茵芙莎】泥狀角質按摩霜-保濕 100g(超級海泥面膜),泥狀角質按摩霜e 100g,1,DDADN4-A900HBHY6,momo
Tapo C220 AI智慧偵測 2.5K QHD旋轉式無線攝影機-含金士頓256GB記憶卡(旋轉式無線網路攝影機 監視器 IP CAM),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DSBC1T-A900GOCEP,momo
【L’Occitane 歐舒丹】杏仁美膚油 100ML（國際航空版）,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDCF0Y-A900HQ904,momo
【i-Rocks】D01 電動升降桌 140x80cm 吉野櫻 不含組裝+T07 PLUS 人體 工學椅,D01 電動升降桌 140x80cm 吉野櫻 不含組裝+T07 Plus 人體工學椅,1,DQBJ4C-A900GLNZ4,momo
【Gigabyte 技嘉】Geforce Rtx 4070 Aero Oc 12G 顯示卡,技嘉 Geforce Rtx 4070 Aero Oc 12G 顯示卡,0,DRADL2-A900G87ZI,import
【皇覺】黑棋士芝麻牛軋雪Q餅5盒,皇覺 黑棋士芝麻牛軋雪Q餅5盒,1,DBACFN-A900FG2CJ,import
Hagibis海備思TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,Hagibis海備思TypeC轉Pd/Uhd/Usb3.0/Sd/Tf/3.5Mm六合一轉接器,0,11140447,import
【GoPro】Hero13 Black 13代 全方面運動攝影機 創作者機 輕巧設計 5公尺防水性能 攝影機 運動攝影機,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DGCN3A-A900HRXEG,momo
【日本Songen】松井陶瓷溫控立式暖氣機/電暖器(Sg813Np),【Songen 松井】陶瓷溫控立式暖氣機/電暖器(Sg813Np),1,9562172,import
日本Kiu 163900 黑色 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),【Kiu】成人空氣感有袖斗篷雨衣(163900 黑色),1,9619170,import
倍潔雅好韌真決勝點3層抽取衛生紙Pefc(100抽12包6袋/箱),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9481000,import
【KOSE 高絲】雪肌精 淨透洗顏霜 130g,無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDADP2-A900HZEJH,momo
【L’Occitane 歐舒丹】官方直營 乳油木密集修護手膜霜150ml(保濕),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDCF2W-A900DSJ3U,momo
【CLARINS 克蘭詩】煥顏緊緻彈力日霜50ml(彈簧霜),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDCV4F-A900HP8TH,momo
Bone / 搖搖擴香木 Swing Diffuser  艾菲爾鐵塔(灰),【加利王Wuw】TypeC / UsbC 轉3.5Mm 音頻轉接線 X106,0,6554742,import
倍潔雅純粹Pure無漂白抽取式衛生紙Pefc(100抽8包8袋),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,9716695,import
《馬玉山》全天然無加糖紅藜麥黑芝麻飲400G(鐵罐)新品上市,【馬玉山】全天然無加糖紅藜麥黑芝麻飲400Gx1罐,1,11075621,import
【Sharp 夏普】30公升水波爐Aiot寶石紅(AxXw10TR),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DMBM0G-A900G418A,import
2入組  Usb A公 轉 Dc 接頭 (3.5Mm外徑 / 1.35Mm內徑)  5V電源線 1 米,Usb轉Dc3.5X1.35Mm 5V電源線,0,7401579,import
【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Vga多功能轉接器,【美國Qgeem】TypeC九合一Pd/Usb/Hdmi/3.5Mm/Vga多功能轉接器,0,8369752,import
【Canon】搭1黑1彩墨水匣PG-740XL+CL-741XL★PIXMA MG3670多功能相片複合機-時尚白(影印/列印/掃描),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DSAQC6-A900HSET3,momo
即期品【SHISEIDO 資生堂國際櫃】時空琉璃極上御藏潔膚皂 50ML〈國際航空版〉,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD6X-A900GDICN,momo
【Lenovo】特仕版 14吋AI輕薄筆電(IdeaPad Slim 5/83DA0048TW/Ultra 5-125H/16G/改裝2TB SSD/深邃藍),PS5 Slim 光碟版 輕薄型主機 - (CFI-2018A01),0,DHBF90-1900HWIO0,momo
Philips飛利浦 Pd10000Mahled顯示行動電源 Dlp1813/96,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10465641,import
【美國Qgeem】TypeC八合一Pd/Usb/Hdmi/3.5Mm/Rj45/Sd/Tf轉接器,【Kinyo】迷你陶瓷電暖器(Neh120),0,8369750,import
【Sharp 夏普】26公升 Healsio水波爐紅 AxAs6TR 贈市價21900全食物調理機探索者果汁機,Sharp夏普26公升Healsio水波爐 AxAs6TR(紅)加碼贈市價21900全食物調理機探索者果汁機,1,DMBJ02-A900FUWIN,import
【皇覺】巧克力可可牛軋雪Q餅3盒,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DBDA01-A900FGFLF,import
【Mio】原廠吸盤支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),【Mio】原廠黏貼式短支架 C/6/7/8系列(適用C335 C430 C450 C582 C580 790 791S 856 887 890),0,QCAB6G-A9009VRXB,import
Usb轉Dc3.5X1.35Mm 5V電源線,【台灣霓虹】Usb轉Dc3.5X1.35Mm 5V電源線,1,9303731,import
【Apple】iPhone 16 Pro Max(256G/6.9吋),【C+M套餐】微星 Pro B650MA Wifi 主機板 + Amd R57600X處理器,0,DYAJ8N-A900HSOVP,momo
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),【倍潔雅】柔軟舒適抽取式衛生紙(100抽80包/箱),1,6780070,import
【Hermes 愛馬仕】DOrange Verte 橘綠之泉香皂(50gX3-附皂盒-國際航空版 香水皂),Coolshot 20i GIII 測距望遠鏡 雷射測距離 測距望遠鏡 高爾夫球測距 (國祥公司貨),0,DDAH1W-A900GCQAW,momo
倍潔雅 純萃柔感抽取式衛生紙(150抽X12包X5袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,6780069,import
【Nikon 尼康】Z30 雙鏡組 Z DX 16-50mm + Z DX 50-250MM(國祥公司貨),Z30 + Z DX 16-50mm + 50-250mm 雙鏡組 公司貨,1,DGCB78-A900FB7GY,momo
【Nintendo 任天堂】NS Switch 名偵探皮卡丘 閃電回歸 日版 中文版(支援繁體中文),NS《名偵探皮卡丘 閃電回歸》中文版,1,DGBJBH-1900GPLC4,momo
Adata 威剛 P20000Qcd Pd/Qc快充行動電源 (白),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,8437389,import
日本Cheero阿愣Pd3.0 13400Mah行動電源原色,【Kinyo】迷你陶瓷電暖器(Neh120),0,6595203,import
【SEAGATE 希捷】4入組 ★ IronWolf 8TB 3.5吋 7200轉 256MB NAS 內接硬碟(ST8000VN004),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DRAB57-1900H403Q,momo
Unisync 3.5Mm轉Usb2.0汽車專用Aux音源轉接器,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,1,9162939,import
【倍潔雅】抽取式衛生紙 150抽X14包/串,【Kinyo】迷你陶瓷電暖器(Neh120),0,6780067,import
【Shu uemura 植村秀】柚子精萃潔顏油150ml(專櫃公司貨),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDBH2F-A900ESI5Q,momo
【Remax】Rpp20 15000Mah 18W Pd快充 四孔輸出行動電源(自帶線/手機支架/電量顯示),【Adata 威剛】P20000Qcd 20000Mah 18W 3孔輸出 Pd/Qc 大容量 快充行動電源(電量數位顯示),0,DYAO44-A900G163I,import
【撈王】經典胡椒豬肚雞鍋(1000g),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBCXBI-A900HY1Y3,momo
【SK-II】肌活能量眼霜 15g(專櫃公司貨),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD2O-A900BTHPI,momo
【Canon】搭黑色墨匣★PIXMA MG3670 多功能相片複合機(經典黑),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DSAQC6-A900G8Q19,momo
【Nil】TypeC轉Hdmi/Vga 五合一UsbC擴展塢 Usb3.0轉接器  Hub轉換器 3.5Mm音頻轉接頭,【Nil】TypeC轉Hdmi/Vga 五合一UsbC擴展塢 Usb3.0轉接器  Hub轉換器 3.5Mm音頻轉接頭,0,DCADJ5-A900GDBHD,import
唯潔雅 潔淨妙用抽取式衛生紙(150抽X14包X6袋/箱),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,8037995,import
【CLINIQUE 倩碧】全效亮眼按摩精華15ml(附冰涼滾珠，立即舒緩保濕),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD2Y-A900HPUZ8,momo
【Apple】iPhone 15(256G/6.1吋),iPhone 15 (256G),1,DYAJKL-A900GNXDC,momo
【TP-Link】Tapo C425 真2K 磁吸式 400萬畫素無線網路攝影機 監視器 電池機 IP CAM(150°廣角/全彩夜視),GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DRAN3B-A900GZ6UZ,momo
【Microsoft 微軟】XBOX 原廠無線控制器 手把 PC手把 Xbox Series S X PC 適用(莓果風暴),【Microsoft 微軟】 Xbox 無線控制器 幻影紫 台灣公司貨,0,DGBJAH-A900H7BIG,momo
【伊麗莎白雅頓】官方直營 八小時輕感平衡油100mlElizabeth Arden(臉部/身體/髮絲),無限肌緻極璨甦活精華露160ml / 精華乳120ml - 任選一款 (正統公司貨),0,DDAD08-A900HSTLP,momo
日本Kiu 163900 黑色 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),【Kiu】成人空氣感有袖斗篷雨衣(163900 黑色),1,9619170,import
【Rainbow彩虹全球3C 】Rainbow轉接線 Iphone 轉 Lightning音源+Lightning充電 音源轉接線,蘋果 3.5Mm 轉 Lightning 轉接線(Apple耳機 Iphone 轉接線 轉接可同時充電 聽歌通話 音頻轉接器),0,8514762,import
【SHISEIDO 資生堂國際櫃】時空琉璃LX極上御藏防禦精華乳 50ML〈國際航空版〉,【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DDAD0G-A900BC7EL,momo
【KOSE 高絲】雪肌精淨透洗顏霜130g(專櫃公司貨),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDADP2-A900HZEJH,momo
Asus 華碩 Dual Geforce Rtx 3060 V2 Oc 12Gb Gddr6 顯示卡,Asus 華碩 Phoenix Geforce Rtx™ 3060 V2 12Gb 顯示卡,0,10792913,import
【C20 Mio滑軌式 後視鏡支架】可直接連接Mio行車記錄器主機 後支 適用 6/C/7/8系列,【Sampo 聲寶】陶瓷式定時電暖器(HxFh12P),0,11360237,import
【HUAWEI 華為】WATCH GT4 GPS 41mm 健康運動智慧手錶(時尚款-凝霜白),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DYAK5N-A900HNFNQ,momo
【WD 威騰】My Book 16TB 3.5吋 外接硬碟(WDBBGB0160HBK-SESN),My Book 16TB 3.5吋外接硬碟(BBGB0160HBK-SESN),1,DRAA5N-A900H079C,momo
【Sharp 夏普】30L Healsio炙燒水波爐(AxXp10T 兩色可選),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DMBM0G-A900G4MJC,import
【倍潔雅】抽取式衛生紙 150抽X14包/串,【週期購】倍潔雅柔軟舒適抽取式衛生紙(150抽56包/箱),1,8439204,import
日本Kiu 163228 Zakka拼布風 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),【Kiu】成人空氣感有袖斗篷雨衣(163228 Zakka拼布風),1,8847989,import
【CLINIQUE 倩碧】紫晶唇眸淨妝露125ml(眼唇兩用，溫和不刺激，不致粉刺),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DDAD6V-A900AXAJL,momo
【Lenovo】Tab P12 12.7吋 8G/256G WIFI TB370FU平板電腦(內附原廠手寫筆),【5入組】 Tab P12 TB370FU 12.7吋平板電腦 (8G/256G),1,DYAMFE-A900HIXA3,momo
BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,BravoU 3.5Mm轉Usb Aux汽車專用音頻轉接線,0,7728331,import
【伊麗莎白雅頓】官方直營 艾地苯高效橙燦精華2.0 50ml Elizabeth Arden(抗老/精華/緊致修護),黑玫瑰彈潤水凝霜 50ml,0,DDAD08-A900FW2DI,momo
【CLARINS 克蘭詩】玉手修護霜100ml,GAMING GeForce RTX 4080 SUPER Trinity Black 16GB 顯示卡,0,DDAD0B-A900HPFG1,momo
Lego樂高 哈利波特系列 71043 Hogwarts Castle,【Lasko】黑麥克二代4D熱波循環暖氣流多功能陶瓷電暖器(Cc23161Tw),0,6702608,import
【HANG】26000輕巧大容量 PD+QC4.0 3A雙向快充行動電源 最大輸出20.5W,無限肌緻極璨甦活精華乳45ml+雪肌精無限肌緻極璨甦活精華露45ml,0,DYAO8Z-A900APPXD,momo
【Jurlique 茱莉蔻】玫瑰煥顏泡沫潔顏乳 80g(溫和洗面乳),玫瑰煥顏泡沫潔顏乳80g,1,DDAD8P-A900BNG7V,momo
【皇覺】土精靈花生牛軋雪Q餅5盒,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DBDA01-A900FGFLB,import
日本Kiu 163926 薄荷綠 標準成人空氣感有袖斗篷雨衣 附收納袋(男女適用),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,9606653,import
【Shu uemura 植村秀】黑米精萃潔顏油150ml(專櫃公司貨),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDBH2F-A900HHZX7,momo
【COSME DECORTE 黛珂】超微導全能亮眼精粹20ml+超微導全能修護精粹6ml*2(專櫃公司貨),【COSME 】超微導全能亮眼精粹20ml (正統公司貨),0,DDAD0R-A900GHYBA,momo
【Daya】Lightning 3.5Mm耳機轉接線,Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,10636574,import
【華陀扶元堂】綜合禮盒X1盒(冰糖純燕窩6瓶+龜鹿雙寶飲2瓶),【Unisync】3.5Mm轉Usb2.0汽車專用Aux音源轉接器,0,DBAX7G-A900FBALS,import
【加利王Wuw】Iphone Lightning 轉接 3.5Mm 1M Aux音源/音頻傳輸線(R152),【加利王Wuw】Iphone Lightning 轉接 3.5Mm 1M Aux音源/音頻傳輸線(R152),0,DYAPAE-A900BZAP3,import
【Panasonic 國際牌】422公升新一級能效智慧節能雙門變頻冰箱-晶漾黑(NR-B421TV-K),Philips飛利浦 10000Mah行動電源 Dlp1811/96,0,DPAC1T-A900ESZAB,momo
【SHISEIDO 資生堂東京櫃】深層水淨化潔顏油 320ML〈專櫃公司貨〉,Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,DDCV3Q-A900HUPUN,momo
【Samsung 三星】Galaxy S24 5G 6.2吋(8G/256G/高通驍龍8 Gen3/5000萬鏡頭畫素/AI手機),Galaxy S24 Ultra (12G/256G),0,DYAX40-A900HYW7L,momo
【Rainbow彩虹全球3C 】Rainbow轉接線 Iphone 轉 Lightning音源+Lightning充電 音源轉接線,【Ktnet】Gt2 TypeC 轉 3.5Mm 3合1 音源轉接線,0,6682364,import
Pg9187 收納充電底座 副廠 支援Switch,【百寶屋】Switch 副廠 Usb充電主機底座散熱冷卻風扇,0,9467582,import
Aukey Essential 20000Mah (PbY37) 65W Pd快充 行動電源,Aukey Basix Pro Mini (PbWl01S) Pd快充 行動電源,0,9200807,import
倍潔雅 純萃柔感抽取式衛生紙(150抽X10包X8袋/箱),Philips 飛利浦Pd 10000Mah行動電源 Dlp1815/96,0,6780067,import
